,File_name,class,Age_Factor
605,TESS Toronto emotional speech set data/OAF_happy/OAF_beg_happy.wav,3,young
606,TESS Toronto emotional speech set data/OAF_happy/OAF_bite_happy.wav,3,young
607,TESS Toronto emotional speech set data/OAF_happy/OAF_boat_happy.wav,3,young
608,TESS Toronto emotional speech set data/OAF_happy/OAF_bone_happy.wav,3,young
609,TESS Toronto emotional speech set data/OAF_happy/OAF_book_happy.wav,3,young
610,TESS Toronto emotional speech set data/OAF_happy/OAF_bought_happy.wav,3,young
611,TESS Toronto emotional speech set data/OAF_happy/OAF_burn_happy.wav,3,young
612,TESS Toronto emotional speech set data/OAF_happy/OAF_cab_happy.wav,3,young
613,TESS Toronto emotional speech set data/OAF_happy/OAF_calm_happy.wav,3,young
614,TESS Toronto emotional speech set data/OAF_happy/OAF_came_happy.wav,3,young
615,TESS Toronto emotional speech set data/OAF_happy/OAF_cause_happy.wav,3,young
616,TESS Toronto emotional speech set data/OAF_happy/OAF_chain_happy.wav,3,young
617,TESS Toronto emotional speech set data/OAF_happy/OAF_chair_happy.wav,3,young
618,TESS Toronto emotional speech set data/OAF_happy/OAF_chalk_happy.wav,3,young
619,TESS Toronto emotional speech set data/OAF_happy/OAF_chat_happy.wav,3,young
620,TESS Toronto emotional speech set data/OAF_happy/OAF_check_happy.wav,3,young
621,TESS Toronto emotional speech set data/OAF_happy/OAF_cheek_happy.wav,3,young
622,TESS Toronto emotional speech set data/OAF_happy/OAF_chief_happy.wav,3,young
623,TESS Toronto emotional speech set data/OAF_happy/OAF_choice_happy.wav,3,young
624,TESS Toronto emotional speech set data/OAF_happy/OAF_cool_happy.wav,3,young
625,TESS Toronto emotional speech set data/OAF_happy/OAF_dab_happy.wav,3,young
626,TESS Toronto emotional speech set data/OAF_happy/OAF_date_happy.wav,3,young
627,TESS Toronto emotional speech set data/OAF_happy/OAF_dead_happy.wav,3,young
628,TESS Toronto emotional speech set data/OAF_happy/OAF_death_happy.wav,3,young
629,TESS Toronto emotional speech set data/OAF_happy/OAF_deep_happy.wav,3,young
630,TESS Toronto emotional speech set data/OAF_happy/OAF_dime_happy.wav,3,young
631,TESS Toronto emotional speech set data/OAF_happy/OAF_dip_happy.wav,3,young
632,TESS Toronto emotional speech set data/OAF_happy/OAF_ditch_happy.wav,3,young
633,TESS Toronto emotional speech set data/OAF_happy/OAF_dodge_happy.wav,3,young
634,TESS Toronto emotional speech set data/OAF_happy/OAF_dog_happy.wav,3,young
635,TESS Toronto emotional speech set data/OAF_happy/OAF_doll_happy.wav,3,young
636,TESS Toronto emotional speech set data/OAF_happy/OAF_door_happy.wav,3,young
637,TESS Toronto emotional speech set data/OAF_happy/OAF_fail_happy.wav,3,young
638,TESS Toronto emotional speech set data/OAF_happy/OAF_fall_happy.wav,3,young
639,TESS Toronto emotional speech set data/OAF_happy/OAF_far_happy.wav,3,young
640,TESS Toronto emotional speech set data/OAF_happy/OAF_fat_happy.wav,3,young
641,TESS Toronto emotional speech set data/OAF_happy/OAF_fit_happy.wav,3,young
642,TESS Toronto emotional speech set data/OAF_happy/OAF_five_happy.wav,3,young
643,TESS Toronto emotional speech set data/OAF_happy/OAF_food_happy.wav,3,young
644,TESS Toronto emotional speech set data/OAF_happy/OAF_gap_happy.wav,3,young
645,TESS Toronto emotional speech set data/OAF_happy/OAF_gas_happy.wav,3,young
646,TESS Toronto emotional speech set data/OAF_happy/OAF_gaze_happy.wav,3,young
647,TESS Toronto emotional speech set data/OAF_happy/OAF_germ_happy.wav,3,young
648,TESS Toronto emotional speech set data/OAF_happy/OAF_get_happy.wav,3,young
649,TESS Toronto emotional speech set data/OAF_happy/OAF_gin_happy.wav,3,young
650,TESS Toronto emotional speech set data/OAF_happy/OAF_goal_happy.wav,3,young
651,TESS Toronto emotional speech set data/OAF_happy/OAF_good_happy.wav,3,young
652,TESS Toronto emotional speech set data/OAF_happy/OAF_goose_happy.wav,3,young
653,TESS Toronto emotional speech set data/OAF_happy/OAF_gun_happy.wav,3,young
654,TESS Toronto emotional speech set data/OAF_happy/OAF_half_happy.wav,3,young
655,TESS Toronto emotional speech set data/OAF_happy/OAF_hall_happy.wav,3,young
656,TESS Toronto emotional speech set data/OAF_happy/OAF_hash_happy.wav,3,young
657,TESS Toronto emotional speech set data/OAF_happy/OAF_hate_happy.wav,3,young
658,TESS Toronto emotional speech set data/OAF_happy/OAF_have_happy.wav,3,young
659,TESS Toronto emotional speech set data/OAF_happy/OAF_haze_happy.wav,3,young
660,TESS Toronto emotional speech set data/OAF_happy/OAF_hire_happy.wav,3,young
661,TESS Toronto emotional speech set data/OAF_happy/OAF_hit_happy.wav,3,young
662,TESS Toronto emotional speech set data/OAF_happy/OAF_hole_happy.wav,3,young
663,TESS Toronto emotional speech set data/OAF_happy/OAF_home_happy.wav,3,young
664,TESS Toronto emotional speech set data/OAF_happy/OAF_hurl_happy.wav,3,young
665,TESS Toronto emotional speech set data/OAF_happy/OAF_hush_happy.wav,3,young
666,TESS Toronto emotional speech set data/OAF_happy/OAF_jail_happy.wav,3,young
667,TESS Toronto emotional speech set data/OAF_happy/OAF_jar_happy.wav,3,young
668,TESS Toronto emotional speech set data/OAF_happy/OAF_join_happy.wav,3,young
669,TESS Toronto emotional speech set data/OAF_happy/OAF_judge_happy.wav,3,young
670,TESS Toronto emotional speech set data/OAF_happy/OAF_jug_happy.wav,3,young
671,TESS Toronto emotional speech set data/OAF_happy/OAF_juice_happy.wav,3,young
672,TESS Toronto emotional speech set data/OAF_happy/OAF_keen_happy.wav,3,young
673,TESS Toronto emotional speech set data/OAF_happy/OAF_keep_happy.wav,3,young
674,TESS Toronto emotional speech set data/OAF_happy/OAF_keg_happy.wav,3,young
675,TESS Toronto emotional speech set data/OAF_happy/OAF_kick_happy.wav,3,young
676,TESS Toronto emotional speech set data/OAF_happy/OAF_kill_happy.wav,3,young
677,TESS Toronto emotional speech set data/OAF_happy/OAF_king_happy.wav,3,young
678,TESS Toronto emotional speech set data/OAF_happy/OAF_kite_happy.wav,3,young
679,TESS Toronto emotional speech set data/OAF_happy/OAF_knock_happy.wav,3,young
680,TESS Toronto emotional speech set data/OAF_happy/OAF_late_happy.wav,3,young
681,TESS Toronto emotional speech set data/OAF_happy/OAF_laud_happy.wav,3,young
682,TESS Toronto emotional speech set data/OAF_happy/OAF_lean_happy.wav,3,young
683,TESS Toronto emotional speech set data/OAF_happy/OAF_learn_happy.wav,3,young
684,TESS Toronto emotional speech set data/OAF_happy/OAF_lease_happy.wav,3,young
685,TESS Toronto emotional speech set data/OAF_happy/OAF_lid_happy.wav,3,young
686,TESS Toronto emotional speech set data/OAF_happy/OAF_life_happy.wav,3,young
687,TESS Toronto emotional speech set data/OAF_happy/OAF_limb_happy.wav,3,young
688,TESS Toronto emotional speech set data/OAF_happy/OAF_live_happy.wav,3,young
689,TESS Toronto emotional speech set data/OAF_happy/OAF_loaf_happy.wav,3,young
690,TESS Toronto emotional speech set data/OAF_happy/OAF_long_happy.wav,3,young
691,TESS Toronto emotional speech set data/OAF_happy/OAF_lore_happy.wav,3,young
692,TESS Toronto emotional speech set data/OAF_happy/OAF_lose_happy.wav,3,young
693,TESS Toronto emotional speech set data/OAF_happy/OAF_lot_happy.wav,3,young
694,TESS Toronto emotional speech set data/OAF_happy/OAF_love_happy.wav,3,young
695,TESS Toronto emotional speech set data/OAF_happy/OAF_luck_happy.wav,3,young
696,TESS Toronto emotional speech set data/OAF_happy/OAF_make_happy.wav,3,young
697,TESS Toronto emotional speech set data/OAF_happy/OAF_match_happy.wav,3,young
698,TESS Toronto emotional speech set data/OAF_happy/OAF_merge_happy.wav,3,young
699,TESS Toronto emotional speech set data/OAF_happy/OAF_mess_happy.wav,3,young
700,TESS Toronto emotional speech set data/OAF_happy/OAF_met_happy.wav,3,young
701,TESS Toronto emotional speech set data/OAF_happy/OAF_mill_happy.wav,3,young
702,TESS Toronto emotional speech set data/OAF_happy/OAF_mob_happy.wav,3,young
703,TESS Toronto emotional speech set data/OAF_happy/OAF_mode_happy.wav,3,young
704,TESS Toronto emotional speech set data/OAF_happy/OAF_mood_happy.wav,3,young
705,TESS Toronto emotional speech set data/OAF_happy/OAF_moon_happy.wav,3,young
706,TESS Toronto emotional speech set data/OAF_happy/OAF_mop_happy.wav,3,young
707,TESS Toronto emotional speech set data/OAF_happy/OAF_mouse_happy.wav,3,young
708,TESS Toronto emotional speech set data/OAF_happy/OAF_nag_happy.wav,3,young
709,TESS Toronto emotional speech set data/OAF_happy/OAF_name_happy.wav,3,young
710,TESS Toronto emotional speech set data/OAF_happy/OAF_near_happy.wav,3,young
711,TESS Toronto emotional speech set data/OAF_happy/OAF_neat_happy.wav,3,young
712,TESS Toronto emotional speech set data/OAF_happy/OAF_nice_happy.wav,3,young
713,TESS Toronto emotional speech set data/OAF_happy/OAF_note_happy.wav,3,young
714,TESS Toronto emotional speech set data/OAF_happy/OAF_numb_happy.wav,3,young
715,TESS Toronto emotional speech set data/OAF_happy/OAF_pad_happy.wav,3,young
716,TESS Toronto emotional speech set data/OAF_happy/OAF_page_happy.wav,3,young
717,TESS Toronto emotional speech set data/OAF_happy/OAF_pain_happy.wav,3,young
718,TESS Toronto emotional speech set data/OAF_happy/OAF_pass_happy.wav,3,young
719,TESS Toronto emotional speech set data/OAF_happy/OAF_pearl_happy.wav,3,young
720,TESS Toronto emotional speech set data/OAF_happy/OAF_peg_happy.wav,3,young
721,TESS Toronto emotional speech set data/OAF_happy/OAF_perch_happy.wav,3,young
722,TESS Toronto emotional speech set data/OAF_happy/OAF_phone_happy.wav,3,young
723,TESS Toronto emotional speech set data/OAF_happy/OAF_pick_happy.wav,3,young
724,TESS Toronto emotional speech set data/OAF_happy/OAF_pike_happy.wav,3,young
725,TESS Toronto emotional speech set data/OAF_happy/OAF_pole_happy.wav,3,young
726,TESS Toronto emotional speech set data/OAF_happy/OAF_pool_happy.wav,3,young
727,TESS Toronto emotional speech set data/OAF_happy/OAF_puff_happy.wav,3,young
728,TESS Toronto emotional speech set data/OAF_happy/OAF_rag_happy.wav,3,young
729,TESS Toronto emotional speech set data/OAF_happy/OAF_raid_happy.wav,3,young
730,TESS Toronto emotional speech set data/OAF_happy/OAF_rain_happy.wav,3,young
731,TESS Toronto emotional speech set data/OAF_happy/OAF_raise_happy.wav,3,young
732,TESS Toronto emotional speech set data/OAF_happy/OAF_rat_happy.wav,3,young
733,TESS Toronto emotional speech set data/OAF_happy/OAF_reach_happy.wav,3,young
734,TESS Toronto emotional speech set data/OAF_happy/OAF_read_happy.wav,3,young
735,TESS Toronto emotional speech set data/OAF_happy/OAF_red_happy.wav,3,young
736,TESS Toronto emotional speech set data/OAF_happy/OAF_ring_happy.wav,3,young
737,TESS Toronto emotional speech set data/OAF_happy/OAF_ripe_happy.wav,3,young
738,TESS Toronto emotional speech set data/OAF_happy/OAF_road_happy.wav,3,young
739,TESS Toronto emotional speech set data/OAF_happy/OAF_room_happy.wav,3,young
740,TESS Toronto emotional speech set data/OAF_happy/OAF_rose_happy.wav,3,young
741,TESS Toronto emotional speech set data/OAF_happy/OAF_rot_happy.wav,3,young
742,TESS Toronto emotional speech set data/OAF_happy/OAF_rough_happy.wav,3,young
743,TESS Toronto emotional speech set data/OAF_happy/OAF_rush_happy.wav,3,young
744,TESS Toronto emotional speech set data/OAF_happy/OAF_said_happy.wav,3,young
745,TESS Toronto emotional speech set data/OAF_happy/OAF_sail_happy.wav,3,young
746,TESS Toronto emotional speech set data/OAF_happy/OAF_search_happy.wav,3,young
747,TESS Toronto emotional speech set data/OAF_happy/OAF_seize_happy.wav,3,young
748,TESS Toronto emotional speech set data/OAF_happy/OAF_sell_happy.wav,3,young
749,TESS Toronto emotional speech set data/OAF_happy/OAF_shack_happy.wav,3,young
750,TESS Toronto emotional speech set data/OAF_happy/OAF_shall_happy.wav,3,young
751,TESS Toronto emotional speech set data/OAF_happy/OAF_shawl_happy.wav,3,young
752,TESS Toronto emotional speech set data/OAF_happy/OAF_sheep_happy.wav,3,young
753,TESS Toronto emotional speech set data/OAF_happy/OAF_shirt_happy.wav,3,young
754,TESS Toronto emotional speech set data/OAF_happy/OAF_should_happy.wav,3,young
755,TESS Toronto emotional speech set data/OAF_happy/OAF_shout_happy.wav,3,young
756,TESS Toronto emotional speech set data/OAF_happy/OAF_size_happy.wav,3,young
757,TESS Toronto emotional speech set data/OAF_happy/OAF_soap_happy.wav,3,young
758,TESS Toronto emotional speech set data/OAF_happy/OAF_soup_happy.wav,3,young
759,TESS Toronto emotional speech set data/OAF_happy/OAF_sour_happy.wav,3,young
760,TESS Toronto emotional speech set data/OAF_happy/OAF_south_happy.wav,3,young
761,TESS Toronto emotional speech set data/OAF_happy/OAF_sub_happy.wav,3,young
762,TESS Toronto emotional speech set data/OAF_happy/OAF_such_happy.wav,3,young
763,TESS Toronto emotional speech set data/OAF_happy/OAF_sure_happy.wav,3,young
764,TESS Toronto emotional speech set data/OAF_happy/OAF_take_happy.wav,3,young
765,TESS Toronto emotional speech set data/OAF_happy/OAF_talk_happy.wav,3,young
766,TESS Toronto emotional speech set data/OAF_happy/OAF_tape_happy.wav,3,young
767,TESS Toronto emotional speech set data/OAF_happy/OAF_team_happy.wav,3,young
768,TESS Toronto emotional speech set data/OAF_happy/OAF_tell_happy.wav,3,young
769,TESS Toronto emotional speech set data/OAF_happy/OAF_thin_happy.wav,3,young
770,TESS Toronto emotional speech set data/OAF_happy/OAF_third_happy.wav,3,young
771,TESS Toronto emotional speech set data/OAF_happy/OAF_thought_happy.wav,3,young
772,TESS Toronto emotional speech set data/OAF_happy/OAF_thumb_happy.wav,3,young
773,TESS Toronto emotional speech set data/OAF_happy/OAF_time_happy.wav,3,young
774,TESS Toronto emotional speech set data/OAF_happy/OAF_tip_happy.wav,3,young
775,TESS Toronto emotional speech set data/OAF_happy/OAF_tire_happy.wav,3,young
776,TESS Toronto emotional speech set data/OAF_happy/OAF_ton_happy.wav,3,young
777,TESS Toronto emotional speech set data/OAF_happy/OAF_tool_happy.wav,3,young
778,TESS Toronto emotional speech set data/OAF_happy/OAF_tough_happy.wav,3,young
779,TESS Toronto emotional speech set data/OAF_happy/OAF_turn_happy.wav,3,young
780,TESS Toronto emotional speech set data/OAF_happy/OAF_vine_happy.wav,3,young
781,TESS Toronto emotional speech set data/OAF_happy/OAF_voice_happy.wav,3,young
782,TESS Toronto emotional speech set data/OAF_happy/OAF_void_happy.wav,3,young
783,TESS Toronto emotional speech set data/OAF_happy/OAF_vote_happy.wav,3,young
784,TESS Toronto emotional speech set data/OAF_happy/OAF_wag_happy.wav,3,young
785,TESS Toronto emotional speech set data/OAF_happy/OAF_walk_happy.wav,3,young
786,TESS Toronto emotional speech set data/OAF_happy/OAF_wash_happy.wav,3,young
787,TESS Toronto emotional speech set data/OAF_happy/OAF_week_happy.wav,3,young
788,TESS Toronto emotional speech set data/OAF_happy/OAF_wheat_happy.wav,3,young
789,TESS Toronto emotional speech set data/OAF_happy/OAF_when_happy.wav,3,young
790,TESS Toronto emotional speech set data/OAF_happy/OAF_which_happy.wav,3,young
791,TESS Toronto emotional speech set data/OAF_happy/OAF_whip_happy.wav,3,young
792,TESS Toronto emotional speech set data/OAF_happy/OAF_white_happy.wav,3,young
793,TESS Toronto emotional speech set data/OAF_happy/OAF_wife_happy.wav,3,young
794,TESS Toronto emotional speech set data/OAF_happy/OAF_wire_happy.wav,3,young
795,TESS Toronto emotional speech set data/OAF_happy/OAF_witch_happy.wav,3,young
796,TESS Toronto emotional speech set data/OAF_happy/OAF_yearn_happy.wav,3,young
797,TESS Toronto emotional speech set data/OAF_happy/OAF_yes_happy.wav,3,young
798,TESS Toronto emotional speech set data/OAF_happy/OAF_young_happy.wav,3,young
799,TESS Toronto emotional speech set data/OAF_happy/OAF_youth_happy.wav,3,young
800,TESS Toronto emotional speech set data/OAF_neutral/OAF_back_neutral.wav,4,young
801,TESS Toronto emotional speech set data/OAF_neutral/OAF_bar_neutral.wav,4,young
802,TESS Toronto emotional speech set data/OAF_neutral/OAF_base_neutral.wav,4,young
803,TESS Toronto emotional speech set data/OAF_neutral/OAF_bath_neutral.wav,4,young
804,TESS Toronto emotional speech set data/OAF_neutral/OAF_bean_neutral.wav,4,young
805,TESS Toronto emotional speech set data/OAF_neutral/OAF_beg_neutral.wav,4,young
806,TESS Toronto emotional speech set data/OAF_neutral/OAF_boat_neutral.wav,4,young
807,TESS Toronto emotional speech set data/OAF_neutral/OAF_bone_neutral.wav,4,young
808,TESS Toronto emotional speech set data/OAF_neutral/OAF_book_neutral.wav,4,young
809,TESS Toronto emotional speech set data/OAF_neutral/OAF_bought_neutral.wav,4,young
810,TESS Toronto emotional speech set data/OAF_neutral/OAF_burn_neutral.wav,4,young
811,TESS Toronto emotional speech set data/OAF_neutral/OAF_cab_neutral.wav,4,young
812,TESS Toronto emotional speech set data/OAF_neutral/OAF_calm_neutral.wav,4,young
813,TESS Toronto emotional speech set data/OAF_neutral/OAF_came_neutral.wav,4,young
814,TESS Toronto emotional speech set data/OAF_neutral/OAF_cause_neutral.wav,4,young
815,TESS Toronto emotional speech set data/OAF_neutral/OAF_chain_neutral.wav,4,young
816,TESS Toronto emotional speech set data/OAF_neutral/OAF_chair_neutral.wav,4,young
817,TESS Toronto emotional speech set data/OAF_neutral/OAF_chalk_neutral.wav,4,young
818,TESS Toronto emotional speech set data/OAF_neutral/OAF_chat_neutral.wav,4,young
819,TESS Toronto emotional speech set data/OAF_neutral/OAF_check_neutral.wav,4,young
820,TESS Toronto emotional speech set data/OAF_neutral/OAF_cheek_neutral.wav,4,young
821,TESS Toronto emotional speech set data/OAF_neutral/OAF_chief_neutral.wav,4,young
822,TESS Toronto emotional speech set data/OAF_neutral/OAF_choice_neutral.wav,4,young
823,TESS Toronto emotional speech set data/OAF_neutral/OAF_cool_neutral.wav,4,young
824,TESS Toronto emotional speech set data/OAF_neutral/OAF_dab_neutral.wav,4,young
825,TESS Toronto emotional speech set data/OAF_neutral/OAF_date_neutral.wav,4,young
826,TESS Toronto emotional speech set data/OAF_neutral/OAF_dead_neutral.wav,4,young
827,TESS Toronto emotional speech set data/OAF_neutral/OAF_death_neutral.wav,4,young
828,TESS Toronto emotional speech set data/OAF_neutral/OAF_deep_neutral.wav,4,young
829,TESS Toronto emotional speech set data/OAF_neutral/OAF_dime_neutral.wav,4,young
830,TESS Toronto emotional speech set data/OAF_neutral/OAF_dip_neutral.wav,4,young
831,TESS Toronto emotional speech set data/OAF_neutral/OAF_ditch_neutral.wav,4,young
832,TESS Toronto emotional speech set data/OAF_neutral/OAF_dodge_neutral.wav,4,young
833,TESS Toronto emotional speech set data/OAF_neutral/OAF_dog_neutral.wav,4,young
834,TESS Toronto emotional speech set data/OAF_neutral/OAF_doll_neutral.wav,4,young
835,TESS Toronto emotional speech set data/OAF_neutral/OAF_door_neutral.wav,4,young
836,TESS Toronto emotional speech set data/OAF_neutral/OAF_fail_neutral.wav,4,young
837,TESS Toronto emotional speech set data/OAF_neutral/OAF_fall_neutral.wav,4,young
838,TESS Toronto emotional speech set data/OAF_neutral/OAF_far_neutral.wav,4,young
839,TESS Toronto emotional speech set data/OAF_neutral/OAF_fat_neutral.wav,4,young
840,TESS Toronto emotional speech set data/OAF_neutral/OAF_fit_neutral.wav,4,young
841,TESS Toronto emotional speech set data/OAF_neutral/OAF_five_neutral.wav,4,young
842,TESS Toronto emotional speech set data/OAF_neutral/OAF_food_neutral.wav,4,young
843,TESS Toronto emotional speech set data/OAF_neutral/OAF_gap_neutral.wav,4,young
844,TESS Toronto emotional speech set data/OAF_neutral/OAF_gas_neutral.wav,4,young
845,TESS Toronto emotional speech set data/OAF_neutral/OAF_gaze_neutral.wav,4,young
846,TESS Toronto emotional speech set data/OAF_neutral/OAF_germ_neutral.wav,4,young
847,TESS Toronto emotional speech set data/OAF_neutral/OAF_get_neutral.wav,4,young
848,TESS Toronto emotional speech set data/OAF_neutral/OAF_gin_neutral.wav,4,young
849,TESS Toronto emotional speech set data/OAF_neutral/OAF_goal_neutral.wav,4,young
850,TESS Toronto emotional speech set data/OAF_neutral/OAF_good_neutral.wav,4,young
851,TESS Toronto emotional speech set data/OAF_neutral/OAF_goose_neutral.wav,4,young
852,TESS Toronto emotional speech set data/OAF_neutral/OAF_gun_neutral.wav,4,young
853,TESS Toronto emotional speech set data/OAF_neutral/OAF_half_neutral.wav,4,young
854,TESS Toronto emotional speech set data/OAF_neutral/OAF_hall_neutral.wav,4,young
855,TESS Toronto emotional speech set data/OAF_neutral/OAF_hash_neutral.wav,4,young
856,TESS Toronto emotional speech set data/OAF_neutral/OAF_hate_neutral.wav,4,young
857,TESS Toronto emotional speech set data/OAF_neutral/OAF_have_neutral.wav,4,young
858,TESS Toronto emotional speech set data/OAF_neutral/OAF_haze_neutral.wav,4,young
859,TESS Toronto emotional speech set data/OAF_neutral/OAF_hire_neutral.wav,4,young
860,TESS Toronto emotional speech set data/OAF_neutral/OAF_hit_neutral.wav,4,young
861,TESS Toronto emotional speech set data/OAF_neutral/OAF_hole_neutral.wav,4,young
862,TESS Toronto emotional speech set data/OAF_neutral/OAF_home_neutral.wav,4,young
863,TESS Toronto emotional speech set data/OAF_neutral/OAF_hurl_neutral.wav,4,young
864,TESS Toronto emotional speech set data/OAF_neutral/OAF_hush_neutral.wav,4,young
865,TESS Toronto emotional speech set data/OAF_neutral/OAF_jail_neutral.wav,4,young
866,TESS Toronto emotional speech set data/OAF_neutral/OAF_jar_neutral.wav,4,young
867,TESS Toronto emotional speech set data/OAF_neutral/OAF_join_neutral.wav,4,young
868,TESS Toronto emotional speech set data/OAF_neutral/OAF_judge_neutral.wav,4,young
869,TESS Toronto emotional speech set data/OAF_neutral/OAF_jug_neutral.wav,4,young
870,TESS Toronto emotional speech set data/OAF_neutral/OAF_juice_neutral.wav,4,young
871,TESS Toronto emotional speech set data/OAF_neutral/OAF_keen_neutral.wav,4,young
872,TESS Toronto emotional speech set data/OAF_neutral/OAF_keep_neutral.wav,4,young
873,TESS Toronto emotional speech set data/OAF_neutral/OAF_keg_neutral.wav,4,young
874,TESS Toronto emotional speech set data/OAF_neutral/OAF_kick_neutral.wav,4,young
875,TESS Toronto emotional speech set data/OAF_neutral/OAF_kill_neutral.wav,4,young
876,TESS Toronto emotional speech set data/OAF_neutral/OAF_king_neutral.wav,4,young
877,TESS Toronto emotional speech set data/OAF_neutral/OAF_kite_neutral.wav,4,young
878,TESS Toronto emotional speech set data/OAF_neutral/OAF_knock_neutral.wav,4,young
879,TESS Toronto emotional speech set data/OAF_neutral/OAF_late_neutral.wav,4,young
880,TESS Toronto emotional speech set data/OAF_neutral/OAF_laud_neutral.wav,4,young
881,TESS Toronto emotional speech set data/OAF_neutral/OAF_lean_neutral.wav,4,young
882,TESS Toronto emotional speech set data/OAF_neutral/OAF_learn_neutral.wav,4,young
883,TESS Toronto emotional speech set data/OAF_neutral/OAF_lease_neutral.wav,4,young
884,TESS Toronto emotional speech set data/OAF_neutral/OAF_lid_neutral.wav,4,young
885,TESS Toronto emotional speech set data/OAF_neutral/OAF_life_neutral.wav,4,young
886,TESS Toronto emotional speech set data/OAF_neutral/OAF_limb_neutral.wav,4,young
887,TESS Toronto emotional speech set data/OAF_neutral/OAF_live_neutral.wav,4,young
888,TESS Toronto emotional speech set data/OAF_neutral/OAF_loaf_neutral.wav,4,young
889,TESS Toronto emotional speech set data/OAF_neutral/OAF_long_neutral.wav,4,young
890,TESS Toronto emotional speech set data/OAF_neutral/OAF_lore_neutral.wav,4,young
891,TESS Toronto emotional speech set data/OAF_neutral/OAF_lose_neutral.wav,4,young
892,TESS Toronto emotional speech set data/OAF_neutral/OAF_lot_neutral.wav,4,young
893,TESS Toronto emotional speech set data/OAF_neutral/OAF_love_neutral.wav,4,young
894,TESS Toronto emotional speech set data/OAF_neutral/OAF_luck_neutral.wav,4,young
895,TESS Toronto emotional speech set data/OAF_neutral/OAF_make_neutral.wav,4,young
896,TESS Toronto emotional speech set data/OAF_neutral/OAF_match_neutral.wav,4,young
897,TESS Toronto emotional speech set data/OAF_neutral/OAF_merge_neutral.wav,4,young
898,TESS Toronto emotional speech set data/OAF_neutral/OAF_mess_neutral.wav,4,young
899,TESS Toronto emotional speech set data/OAF_neutral/OAF_met_neutral.wav,4,young
900,TESS Toronto emotional speech set data/OAF_neutral/OAF_mill_neutral.wav,4,young
901,TESS Toronto emotional speech set data/OAF_neutral/OAF_mob_neutral.wav,4,young
902,TESS Toronto emotional speech set data/OAF_neutral/OAF_mode_neutral.wav,4,young
903,TESS Toronto emotional speech set data/OAF_neutral/OAF_mood_neutral.wav,4,young
904,TESS Toronto emotional speech set data/OAF_neutral/OAF_moon_neutral.wav,4,young
905,TESS Toronto emotional speech set data/OAF_neutral/OAF_mop_neutral.wav,4,young
906,TESS Toronto emotional speech set data/OAF_neutral/OAF_mouse_neutral.wav,4,young
907,TESS Toronto emotional speech set data/OAF_neutral/OAF_nag_neutral.wav,4,young
908,TESS Toronto emotional speech set data/OAF_neutral/OAF_name_neutral.wav,4,young
909,TESS Toronto emotional speech set data/OAF_neutral/OAF_near_neutral.wav,4,young
910,TESS Toronto emotional speech set data/OAF_neutral/OAF_neat_neutral.wav,4,young
911,TESS Toronto emotional speech set data/OAF_neutral/OAF_nice_neutral.wav,4,young
912,TESS Toronto emotional speech set data/OAF_neutral/OAF_note_neutral.wav,4,young
913,TESS Toronto emotional speech set data/OAF_neutral/OAF_numb_neutral.wav,4,young
914,TESS Toronto emotional speech set data/OAF_neutral/OAF_pad_neutral.wav,4,young
915,TESS Toronto emotional speech set data/OAF_neutral/OAF_page_neutral.wav,4,young
916,TESS Toronto emotional speech set data/OAF_neutral/OAF_pain_neutral.wav,4,young
917,TESS Toronto emotional speech set data/OAF_neutral/OAF_pass_neutral.wav,4,young
918,TESS Toronto emotional speech set data/OAF_neutral/OAF_pearl_neutral.wav,4,young
919,TESS Toronto emotional speech set data/OAF_neutral/OAF_peg_neutral.wav,4,young
920,TESS Toronto emotional speech set data/OAF_neutral/OAF_perch_neutral.wav,4,young
921,TESS Toronto emotional speech set data/OAF_neutral/OAF_phone_neutral.wav,4,young
922,TESS Toronto emotional speech set data/OAF_neutral/OAF_pick_neutral.wav,4,young
923,TESS Toronto emotional speech set data/OAF_neutral/OAF_pike_neutral.wav,4,young
924,TESS Toronto emotional speech set data/OAF_neutral/OAF_pole_neutral.wav,4,young
925,TESS Toronto emotional speech set data/OAF_neutral/OAF_pool_neutral.wav,4,young
926,TESS Toronto emotional speech set data/OAF_neutral/OAF_puff_neutral.wav,4,young
927,TESS Toronto emotional speech set data/OAF_neutral/OAF_rag_neutral.wav,4,young
928,TESS Toronto emotional speech set data/OAF_neutral/OAF_raid_neutral.wav,4,young
929,TESS Toronto emotional speech set data/OAF_neutral/OAF_rain_neutral.wav,4,young
930,TESS Toronto emotional speech set data/OAF_neutral/OAF_raise_neutral.wav,4,young
931,TESS Toronto emotional speech set data/OAF_neutral/OAF_rat_neutral.wav,4,young
932,TESS Toronto emotional speech set data/OAF_neutral/OAF_reach_neutral.wav,4,young
933,TESS Toronto emotional speech set data/OAF_neutral/OAF_read_neutral.wav,4,young
934,TESS Toronto emotional speech set data/OAF_neutral/OAF_red_neutral.wav,4,young
935,TESS Toronto emotional speech set data/OAF_neutral/OAF_ring_neutral.wav,4,young
936,TESS Toronto emotional speech set data/OAF_neutral/OAF_ripe_neutral.wav,4,young
937,TESS Toronto emotional speech set data/OAF_neutral/OAF_road_neutral.wav,4,young
938,TESS Toronto emotional speech set data/OAF_neutral/OAF_room_neutral.wav,4,young
939,TESS Toronto emotional speech set data/OAF_neutral/OAF_rose_neutral.wav,4,young
